id,license,rightsHolder,accessRights,institutionID,datasetID,institutionCode,collectionCode,datasetName,basisOfRecord,dataGeneralizations,occurrenceID,catalogNumber,occurrenceRemarks,recordedBy,individualCount,sex,lifeStage,occurrenceStatus,organismID,organismName,organismScope,eventID,samplingProtocol,startDayOfYear,endDayOfYear,locality,scientificNameID,scientificName,kingdom,vernacularName
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-10-22T23,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 8 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-10-22T23,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-10-22T23,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-10-22T23,acoustic detection,2013-10-22T23,2013-10-22T23,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-10-27T17,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 13 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-10-27T17,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-10-27T17,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-10-27T17,acoustic detection,2013-10-27T17,2013-10-27T17,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-10-27T18,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 1 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-10-27T18,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-10-27T18,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-10-27T18,acoustic detection,2013-10-27T18,2013-10-27T18,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-03T5,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 10 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-03T5,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-03T5,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-03T5,acoustic detection,2013-11-03T5,2013-11-03T5,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-15T21,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 2 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-15T21,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-15T21,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-15T21,acoustic detection,2013-11-15T21,2013-11-15T21,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-16T5,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 15 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-16T5,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-16T5,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-16T5,acoustic detection,2013-11-16T5,2013-11-16T5,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-16T6,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 21 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-16T6,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-16T6,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-16T6,acoustic detection,2013-11-16T6,2013-11-16T6,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-21T20,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 8 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-21T20,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-21T20,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-21T20,acoustic detection,2013-11-21T20,2013-11-21T20,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-21T21,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 1 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-21T21,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-21T21,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-21T21,acoustic detection,2013-11-21T21,2013-11-21T21,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-22T0,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 2 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-22T0,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-22T0,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-22T0,acoustic detection,2013-11-22T0,2013-11-22T0,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-23T22,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 4 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-23T22,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-23T22,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-23T22,acoustic detection,2013-11-23T22,2013-11-23T22,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-23T23,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 1 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-23T23,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-23T23,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-11-23T23,acoustic detection,2013-11-23T23,2013-11-23T23,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-13T1,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 7 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-13T1,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-13T1,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-13T1,acoustic detection,2013-12-13T1,2013-12-13T1,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-13T3,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 11 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-13T3,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-13T3,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-13T3,acoustic detection,2013-12-13T3,2013-12-13T3,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-13T4,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 1 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-13T4,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-13T4,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-13T4,acoustic detection,2013-12-13T4,2013-12-13T4,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-18T8,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 7 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-18T8,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-18T8,,SAF.SAF,1,,,present,SSST-34076,SSST-34076,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34076_2013-12-18T8,acoustic detection,2013-12-18T8,2013-12-18T8,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T10,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 23 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T10,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T10,,SAF.SAF,1,,,present,SSST-34083,SSST-34083,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T10,acoustic detection,2013-10-03T10,2013-10-03T10,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T11,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 13 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T11,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T11,,SAF.SAF,1,,,present,SSST-34083,SSST-34083,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T11,acoustic detection,2013-10-03T11,2013-10-03T11,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T6,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 15 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T6,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T6,,SAF.SAF,1,,,present,SSST-34083,SSST-34083,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T6,acoustic detection,2013-10-03T6,2013-10-03T6,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T7,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 21 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T7,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T7,,SAF.SAF,1,,,present,SSST-34083,SSST-34083,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T7,acoustic detection,2013-10-03T7,2013-10-03T7,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T8,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 22 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T8,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T8,,SAF.SAF,1,,,present,SSST-34083,SSST-34083,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T8,acoustic detection,2013-10-03T8,2013-10-03T8,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T9,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 22 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T9,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T9,,SAF.SAF,1,,,present,SSST-34083,SSST-34083,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34083_2013-10-03T9,acoustic detection,2013-10-03T9,2013-10-03T9,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34085_2013-12-19T5,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 1 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34085_2013-12-19T5,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34085_2013-12-19T5,,SAF.SAF,1,,,present,SSST-34085,SSST-34085,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34085_2013-12-19T5,acoustic detection,2013-12-19T5,2013-12-19T5,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34085_2013-12-19T6,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 3 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34085_2013-12-19T6,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34085_2013-12-19T6,,SAF.SAF,1,,,present,SSST-34085,SSST-34085,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34085_2013-12-19T6,acoustic detection,2013-12-19T6,2013-12-19T6,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-01-27T15,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 10 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-01-27T15,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-01-27T15,,SAF.SAF,1,,,present,SSST-34086,SSST-34086,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-01-27T15,acoustic detection,2014-01-27T15,2014-01-27T15,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-18T21,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 3 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-18T21,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-18T21,,SAF.SAF,1,,,present,SSST-34086,SSST-34086,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-18T21,acoustic detection,2014-05-18T21,2014-05-18T21,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-18T22,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 3 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-18T22,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-18T22,,SAF.SAF,1,,,present,SSST-34086,SSST-34086,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-18T22,acoustic detection,2014-05-18T22,2014-05-18T22,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-26T12,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 1 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-26T12,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-26T12,,SAF.SAF,1,,,present,SSST-34086,SSST-34086,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-26T12,acoustic detection,2014-05-26T12,2014-05-26T12,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-26T13,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 20 record(s),otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-26T13,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-26T13,,SAF.SAF,1,,,present,SSST-34086,SSST-34086,individual,otn:SAF.SAF:SAF-FB002-VR2W-120156-2_SSST-34086_2014-05-26T13,acoustic detection,2014-05-26T13,2014-05-26T13,"LINE\ARRAY:FB, STATION:SAF-FB002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
